No,スレッドNo,スレッド長,投稿順,日付,いいね,スレッド合計いいね,表示回数,文字数,画像,動画,リンク,絵文字,テキスト,permalink,thread_id
94,35,5,3/5,2026-03-03,5,,,18,,,,○,いいねと再投稿も...🥺（n回目）,https://www.threads.net/@asa_to_ame/post/DVapVetE_bO,DVapIXsk68L
95,35,5,4/5,2026-03-03,1,,,24,,,,,前回受け取った方はツール内でご利用いただけます◎,https://www.threads.net/@asa_to_ame/post/DVapVf9E3dL,DVapIXsk68L
96,35,5,5/5,2026-03-03,0,,,12,,,,○,DMお送りしました！🙌,https://www.threads.net/@asa_to_ame/post/DVav-n7k5wQ,DVapIXsk68L
97,36,1,1/1,2026-03-03,3,3,1709,13,○,,,,ありえないフックすぎるだろ,https://www.threads.net/@asa_to_ame/post/DVadfCok_5K,DVadfCok_5K
98,37,3,1/3,2026-03-03,26,38,2329,36,,,,,フォロワーが1万人いきそうです。 僕の伸ばし方はめちゃくちゃシンプルで、,https://www.threads.net/@asa_to_ame/post/DVacIS0k2BM,DVacIS0k2BM
99,37,3,2/3,2026-03-03,11,,,152,,,,,結局、継続して投稿する人が一番強いです。  アルゴリズム攻略以前に、単純接触効果で認知が広がるからです。  やるべきこと ・まずは毎日5投稿をノルマにする ・反応が悪くても気にせず淡々とやる ・生活の一部に組み込んで習慣化する  小手先のテクニックより、毎日タイムラインに現れる人が勝つ。これが真理です。,https://www.threads.net/@asa_to_ame/post/DVacKeTk8UG,DVacIS0k2BM
100,37,3,3/3,2026-03-03,1,,,157,,,○,,スレッズ自動化ツール「ポスロボ」 無料で配布してます↓ https://link.post-robo.com/frIraD1  Threads用のオプチャ作ったのでぜひ https://line.me/ti/g2/B1yhWR0OQwqsqwmPilTKbW6eXUEntkpxTPRe-A?utm_source￼,https://www.threads.net/@asa_to_ame/post/DVacM5ak8Yv,DVacIS0k2BM
101,38,3,1/3,2026-03-03,2,2,2532,22,,,,,レオナルド・ダヴィンチが言ってたんですけど、,https://www.threads.net/@asa_to_ame/post/DVaDbR_ExX9,DVaDbR_ExX9
102,38,3,2/3,2026-03-03,0,,,76,,,,,"""シンプルである事は究極の洗練""だと。  僕が短文投稿を推している理由です。 無駄な背景や感情を削ぎ落とした、 シンプルなノウハウ投稿にこだわってます。",https://www.threads.net/@asa_to_ame/post/DVaDbR9E1Fk,DVaDbR_ExX9
103,38,3,3/3,2026-03-03,0,,,11,,,,,ありえないフックを検証,https://www.threads.net/@asa_to_ame/post/DVaE5VUE8Vz,DVaDbR_ExX9
104,39,3,1/3,2026-03-03,111,115,,57,,,,,スレッズ上手すぎて、毎日フォロワーが爆増してる。 もうすぐ1万人。 気づいたんだけどThreads伸ばしたいなら、,https://www.threads.net/@asa_to_ame/post/DVZ5zAqk091,DVZ5zAqk091
105,39,3,2/3,2026-03-03,3,,,162,,,,,スクロールを止めるには「フック」が9割です。  どんなに良い内容でも、読まれなければ存在しないのと同じだからです。  具体的には ・「〇〇な人だけ見て」とターゲットを絞る ・「悪用厳禁」などの強い言葉を使う ・「実は...」と逆説で興味を惹く  最初の一行で勝負が決まります。まずは足を止めてもらうことに全力を注ぎましょう。,https://www.threads.net/@asa_to_ame/post/DVZ51NFkxaz,DVZ5zAqk091
106,39,3,3/3,2026-03-03,1,,,157,,,○,,スレッズ自動化ツール「ポスロボ」 無料で配布してます↓ https://link.post-robo.com/frIraD1  Threads用のオプチャ作ったのでぜひ https://line.me/ti/g2/B1yhWR0OQwqsqwmPilTKbW6eXUEntkpxTPRe-A?utm_source￼,https://www.threads.net/@asa_to_ame/post/DVZ52lEk1DR,DVZ5zAqk091
107,40,2,1/2,2026-03-02,11,14,4037,28,,,,,Threadsでインプ伸びない人はこれやっちゃってます。,https://www.threads.net/@asa_to_ame/post/DVYS4FTE_9w,DVYS4FTE_9w
108,40,2,2/2,2026-03-02,3,,,197,,,,,①外部リンクをメインの投稿に貼る →本投稿に入れてしまうと明らかに制限されます。 リンクを貼りたい場合はリプ欄がおすすめです。  ②メンションする →①と同じ。 インプを伸ばしたい投稿の時はリプに貼りましょう。  ③編集する →これあまり言ってる人いないんですが、編集した投稿は軒並み伸びません。 基本的には投稿し直すorコメント欄で訂正をオススメします。 後者は再喝にもなるしおすすめです。￼,https://www.threads.net/@asa_to_ame/post/DVYS6VNk4Le,DVYS4FTE_9w
109,41,3,1/3,2026-03-02,3,4,732,56,,,,,"スレッズやりすぎて、フォロワーが1ヶ月で3,000人増えました。 気付いたんだけどThreads伸ばしたいなら、",https://www.threads.net/@asa_to_ame/post/DVYFQpUE11t,DVYFQpUE11t
110,41,3,2/3,2026-03-02,1,,,172,,,,,「1投稿＝1テーマ」を徹底してください。  情報量が多いと、結局何が言いたいのか伝わらず、スルーされるからです。  ①伝えたいことは1つに絞る ②難しい専門用語は使わない ③一文を極限まで短くする ④箇条書きを積極的に活用する ⑤小学生でもわかる表現で書く  読み手の負担を減らすこと。 これが、見返したくなる「保存される投稿」を作るコツです。,https://www.threads.net/@asa_to_ame/post/DVYFRxdkyFp,DVYFQpUE11t
111,41,3,3/3,2026-03-02,0,,,157,,,○,,スレッズ自動化ツール「ポスロボ」 無料で配布してます↓ https://link.post-robo.com/frIraD1  Threads用のオプチャ作ったのでぜひ https://line.me/ti/g2/B1yhWR0OQwqsqwmPilTKbW6eXUEntkpxTPRe-A?utm_source￼,https://www.threads.net/@asa_to_ame/post/DVYFUfvk3Qv,DVYFQpUE11t
112,42,2,1/2,2026-03-02,20,21,1098,114,○,,,,"Lv.9,200になりました。 今月中には1万人いきそうな勢い。 ☑︎Threadsを伸ばしたい方 ☑︎AIで自動化したい方  フォローしておくと良いことがあります。 あとMidjourneyもたまに載せるので興味ある方はぜひ。",https://www.threads.net/@asa_to_ame/post/DVYFKp3k-nq,DVYFKp3k-nq
113,42,2,2/2,2026-03-02,1,,,10,,,,,うぉい、ママすぎる！,https://www.threads.net/@asa_to_ame/post/DVY49qlk949,DVYFKp3k-nq
114,43,3,1/3,2026-03-02,12,16,1267,36,,,,,フォロワーが1万人いきそうです。 僕の伸ばし方はめちゃくちゃシンプルで、,https://www.threads.net/@asa_to_ame/post/DVX-V8Gk27W,DVX-V8Gk27W
115,43,3,2/3,2026-03-02,4,,,178,,,,,結局、「継続」が一番強いです。 まずは毎日5投稿を目指してください。  なぜなら、単純接触効果で親近感が湧き、認知が一気に広がるからです。  ①朝昼晩の隙間時間をフル活用 ②投稿ネタを常にメモする ③完璧主義を捨てる ④反応が悪くても気にしない ⑤とにかくアプリを開く習慣  最初は質より量で圧倒してください。 1ヶ月続ければ、景色が間違いなく変わります。,https://www.threads.net/@asa_to_ame/post/DVX-YEqk83h,DVX-V8Gk27W
116,43,3,3/3,2026-03-02,0,,,69,,,○,,スレッズ自動化ツール「ポスロボ」 有料プランが7日間無料で使えます↓ https://link.post-robo.com/frIraD1,https://www.threads.net/@asa_to_ame/post/DVX-azuk9rq,DVX-V8Gk27W
117,44,2,1/2,2026-03-02,3,4,1338,71,○,,,,すみません、正直に言います。 週末はThreads投稿サボってました。 なのに自動化ツールの新規がこんなに入ってました。 やっぱり大切なのは、,https://www.threads.net/@asa_to_ame/post/DVXfMSIkxHp,DVXfMSIkxHp
118,44,2,2/2,2026-03-02,1,,,56,,,,,今までの積み重ねと継続がこの結果に繋がってます。 Threads最高です。 こんなに結果の出やすいsnsはない。,https://www.threads.net/@asa_to_ame/post/DVXfMQ7kwv0,DVXfMSIkxHp
119,45,2,1/2,2026-03-02,6,6,537,75,,,,,Threads運用開始から6ヶ月で、  ・フォロワー＋1万人目前 ・月間最高200万imp ・継続的な売上獲得  結局、継続したもん勝ちなんですよね。,https://www.threads.net/@asa_to_ame/post/DVXb71Uk4w_,DVXb71Uk4w_
120,45,2,2/2,2026-03-02,0,,,109,○,,○,,オプチャで限定記事出してます。 無料で読めるのでお気軽にご参加ください。 https://line.me/ti/g2/B1yhWR0OQwqsqwmPilTKbW6eXUEntkpxTPRe-A?utm_source￼,https://www.threads.net/@asa_to_ame/post/DVXb-Ixk3qD,DVXb71Uk4w_
121,46,2,1/2,2026-03-01,5,5,591,99,,,,,"集客に直結するのがThreadsの強みです。  Threads運用開始から半年で、  ・フォロワー＋9,000人 ・月間最高200万imp ・継続的な売上獲得  結局、継続したもん勝ちなんですよね。",https://www.threads.net/@asa_to_ame/post/DVU3PM0k1Tb,DVU3PM0k1Tb
122,46,2,2/2,2026-03-01,0,,,109,○,,○,,オプチャで限定記事出してます。 無料で読めるのでお気軽にご参加ください。 https://line.me/ti/g2/B1yhWR0OQwqsqwmPilTKbW6eXUEntkpxTPRe-A?utm_source￼,https://www.threads.net/@asa_to_ame/post/DVU3RgDE_oC,DVU3PM0k1Tb
123,47,2,1/2,2026-02-28,9,15,1312,38,,,,,文章をぎっしり詰め込んでいる人、 その投稿はほとんど読まれていないかもです。,https://www.threads.net/@asa_to_ame/post/DVS0s7jEyUU,DVS0s7jEyUU
124,47,2,2/2,2026-02-28,6,,,156,,,,,視覚的に余白がない投稿は即離脱されます。  文字が詰まっていると、読む前に心理的なハードルが上がってしまうからです。  ①3行書いたら必ず1行の改行を入れる ②箇条書きを活用してリズムを作る ③一文を40文字以内に短く区切る  内容は素晴らしくても、見た目の圧迫感だけで 損をしているアカウントが非常に多いです。,https://www.threads.net/@asa_to_ame/post/DVS0u8ck4OP,DVS0s7jEyUU
125,48,1,1/1,2026-02-28,1,1,793,20,,,,,さらっとノウハウ喋ってるの1万人にバレた,https://www.threads.net/@asa_to_ame/post/DVSdZ5GE1i2,DVSdZ5GE1i2
126,49,2,1/2,2026-02-28,8,11,917,101,,,,,才能とかセンスじゃなくて、ただやめなかっただけ。  Threads運用開始から6ヶ月で、  ・フォロワー＋1万人目前 ・月間最高200万imp ・継続的な売上獲得  結局、継続したもん勝ちなんですよね。,https://www.threads.net/@asa_to_ame/post/DVSSg0xEw9H,DVSSg0xEw9H
127,49,2,2/2,2026-02-28,3,,,109,○,,○,,オプチャで限定記事出してます。 無料で読めるのでお気軽にご参加ください。 https://line.me/ti/g2/B1yhWR0OQwqsqwmPilTKbW6eXUEntkpxTPRe-A?utm_source￼,https://www.threads.net/@asa_to_ame/post/DVSSi-Kk-pe,DVSSg0xEw9H
128,50,3,1/3,2026-02-27,8,13,1394,121,,,,,みんな見て この1週間でリリースしたポスロボ新機能↓  ・一括生成を無料公開 ・高モデルAIを全適用 ・自動再投稿 ・投稿ごとのリンク計測　←これが1番ヤバい ・トピック追加 ・ツリー投稿生成　←これもヤバい ・プロンプト作成サポートGPTs,https://www.threads.net/@asa_to_ame/post/DVQdYnDE6iK,DVQdYnDE6iK
129,50,3,2/3,2026-02-27,5,,,11,,,,,僕のお仲間天才なんです,https://www.threads.net/@asa_to_ame/post/DVQdY-kE60h,DVQdYnDE6iK
130,50,3,3/3,2026-02-27,0,,,14,,,,,イカれてんだよ（良い意味で）,https://www.threads.net/@asa_to_ame/post/DVQdds7EwcU,DVQdYnDE6iK
131,51,2,1/2,2026-02-27,20,28,1950,43,,,,,"スレッズ投稿が1,000インプ届かない人、 1行目の書き方を↓のように変えてください。",https://www.threads.net/@asa_to_ame/post/DVQW0Dqk12H,DVQW0Dqk12H
132,51,2,2/2,2026-02-27,8,,,185,,,,,冒頭で「ターゲットを限定」してください。 高速でスクロールされる中で、自分に関係ある話だと一瞬で認識してもらう必要があるからです。  ①「〇〇で困っている方へ」と呼びかける ②「〇〇な経験はありませんか？」と問いかける ③「この時間にThreadsをしているママさん」と属性を指定する  誰にでも刺さる言葉は、結局誰にも刺さりません。 まずは一人に向けて書いてください。,https://www.threads.net/@asa_to_ame/post/DVQW2P7E22L,DVQW0Dqk12H
133,52,2,1/2,2026-02-27,151,168,,45,,,,,スレッズ上手すぎて、閲覧数が200万を超えました。 やっぱりThreads伸ばしたいなら、,https://www.threads.net/@asa_to_ame/post/DVQP2ihE_zr,DVQP2ihE_zr
134,52,2,2/2,2026-02-27,17,,,107,,,,,「拡散投稿」と「教育投稿」を使い分けてください。  ①拡散用で認知を広げる ②教育用で信頼を築く ③目的に合わせて内容を変える  1:9くらいが丁度いいかと。 Threadsを本気で伸ばしたい方はフォロー推奨です。,https://www.threads.net/@asa_to_ame/post/DVQP47qk2k-,DVQP2ihE_zr
135,53,2,1/2,2026-02-27,7,7,1093,61,○,○,,,えぇ！！！？！！！！？！？！ ツリー投稿が一発でAI生成できるようになっちゃった...  コピペしなくていいの楽すぎない？,https://www.threads.net/@asa_to_ame/post/DVP1oPBEywd,DVP1oPBEywd
136,53,2,2/2,2026-02-27,0,,,40,,,,,スプシとかAPI連携とか構築とか難しい設定1つもいりません 全員これ使えください,https://www.threads.net/@asa_to_ame/post/DVP3e8uk-Wf,DVP1oPBEywd
137,54,2,1/2,2026-02-27,6,6,731,100,,,,,"Threadsまだやってない人もったいない。  Threads運用開始から5ヶ月で、  ・フォロワー＋9,000人 ・月間最高200万imp ・継続的な売上獲得  結局、継続したもん勝ちなんですよね。",https://www.threads.net/@asa_to_ame/post/DVPtkiUk_z9,DVPtkiUk_z9
138,54,2,2/2,2026-02-27,0,,,109,○,,○,,オプチャで限定記事出してます。 無料で読めるのでお気軽にご参加ください。 https://line.me/ti/g2/B1yhWR0OQwqsqwmPilTKbW6eXUEntkpxTPRe-A?utm_source￼,https://www.threads.net/@asa_to_ame/post/DVPtnDOEz6n,DVPtkiUk_z9
139,55,1,4/1,2026-02-27,0,,,22,,,,,かおりさんなら反応してくれると思ってました笑,https://www.threads.net/@asa_to_ame/post/DVPqlADE8Op,DVOUr2Ik1qk
140,56,4,1/4,2026-02-26,10,10,948,68,,,,,note発信者だけ見てください。  note×Threadsを自動化できる、 【Threads自動投稿ツールを無料で配布】します。 ↓￼,https://www.threads.net/@asa_to_ame/post/DVN8TDAk2lo,DVN8TDAk2lo
141,56,4,2/4,2026-02-26,0,,,34,,,,,欲しい方は、 ①このアカウントをフォロー ②「自動投稿」とコメント￼,https://www.threads.net/@asa_to_ame/post/DVN8TCfk37E,DVN8TDAk2lo
142,56,4,3/4,2026-02-26,0,,,20,,,,○,いいねと再投稿も忘れずにお願いします🤧,https://www.threads.net/@asa_to_ame/post/DVN8TCiE4P_,DVN8TDAk2lo
143,56,4,4/4,2026-03-04,0,,,1,,,,,〆,https://www.threads.net/@asa_to_ame/post/DVcZnhgk-Kf,DVN8TDAk2lo
144,57,4,1/4,2026-02-26,5,7,1283,25,,,,,スレッズでTTK（徹底的に価値提供）を流行らせたい,https://www.threads.net/@asa_to_ame/post/DVOUmoRk7nL,DVOUmoRk7nL
145,57,4,2/4,2026-02-26,1,,,29,,,,,いや、TTKT....？PPAP............？,https://www.threads.net/@asa_to_ame/post/DVOUr2Ik1qk,DVOUmoRk7nL
146,57,4,3/4,2026-02-26,0,,,12,,,,,私は何を言っていますか？,https://www.threads.net/@asa_to_ame/post/DVOXeHjE0C7,DVOUmoRk7nL
147,57,4,4/4,2026-02-27,1,,,27,,,,○,考えまとめて投稿してみます！ ありがとうございます🫶,https://www.threads.net/@asa_to_ame/post/DVPrLAWE8Fl,DVOUmoRk7nL
148,58,12,1/12,2026-02-26,34,42,1126,53,○,,,,"Lv.9,000になりました。 このまま無限にギブするマンになります。 フォローしておくと良い事あります。",https://www.threads.net/@asa_to_ame/post/DVNUVdNE58y,DVNUVdNE58y
149,58,12,2/12,2026-02-26,1,,,12,,,,,ねこおじさん！あざます！,https://www.threads.net/@asa_to_ame/post/DVNwNc6k4CI,DVNUVdNE58y
150,58,12,3/12,2026-02-26,0,,,31,,,,○,ケムさんありがとうございます！！🫶 体調大丈夫ですか...？,https://www.threads.net/@asa_to_ame/post/DVN6vZ9k-Xk,DVNUVdNE58y
151,58,12,4/12,2026-02-26,1,,,23,,,,○,どこまでもお揃い！！ おめでとうございます🫶,https://www.threads.net/@asa_to_ame/post/DVNhgiyEwK0,DVNUVdNE58y
152,58,12,5/12,2026-02-27,1,,,23,,,,,うたさんありがとう〜〜〜！ 痺れろ憧れろォ‼️,https://www.threads.net/@asa_to_ame/post/DVPua9Ckye1,DVNUVdNE58y
153,58,12,6/12,2026-02-27,1,,,13,,,,○,ありがとうございます！🫶,https://www.threads.net/@asa_to_ame/post/DVPuLTckxJn,DVNUVdNE58y
154,58,12,7/12,2026-02-26,1,,,19,,,,○,ありがとうございます！ 嬉しいです🫶,https://www.threads.net/@asa_to_ame/post/DVN6xNZEyD0,DVNUVdNE58y
155,58,12,8/12,2026-02-26,0,,,26,,,,○,プラン変更からFreeプランにご変更いただければ🙌,https://www.threads.net/@asa_to_ame/post/DVNhY6HE3i9,DVNUVdNE58y
156,58,12,9/12,2026-02-27,1,,,25,,,,○,アイさんありがとう！！ BIG LOVE...💋,https://www.threads.net/@asa_to_ame/post/DVPuhW8E3np,DVNUVdNE58y
157,58,12,10/12,2026-02-26,0,,,21,,,,○,ありがとうございます！ 恐縮です🙇‍♂️,https://www.threads.net/@asa_to_ame/post/DVOXhfvE6EH,DVNUVdNE58y
